0,2022-10-26T22:05:04.000Z,1
1,2022-10-26T22:15:04.000Z,1
2,2022-10-26T22:25:04.000Z,1
3,2022-10-26T22:35:05.000Z,1
4,2022-10-26T22:45:05.000Z,1
5,2022-10-26T22:55:05.000Z,1
6,2022-10-26T23:05:05.000Z,1
7,2022-10-26T23:15:05.000Z,1
8,2022-10-26T23:25:05.000Z,1
9,2022-10-26T23:35:05.000Z,1
10,2022-10-26T23:45:05.000Z,0
11,2022-10-26T23:55:05.000Z,1
12,2022-10-27T00:05:05.000Z,1
13,2022-10-27T00:15:06.000Z,1
14,2022-10-27T00:25:06.000Z,1
15,2022-10-27T00:35:06.000Z,1
16,2022-10-27T00:45:06.000Z,1
17,2022-10-27T00:55:06.000Z,1
18,2022-10-27T01:05:06.000Z,1
19,2022-10-27T01:15:06.000Z,1
20,2022-10-27T01:25:06.000Z,1
21,2022-10-27T01:35:06.000Z,1
22,2022-10-27T01:45:06.000Z,1
23,2022-10-27T01:55:07.000Z,1
24,2022-10-27T02:05:07.000Z,1
25,2022-10-27T02:15:07.000Z,1
26,2022-10-27T02:25:07.000Z,1
27,2022-10-27T02:35:07.000Z,1
28,2022-10-27T02:45:07.000Z,1
29,2022-10-27T02:55:07.000Z,1
30,2022-10-27T03:05:07.000Z,1
31,2022-10-27T03:15:07.000Z,1
32,2022-10-27T03:25:07.000Z,1
33,2022-10-27T03:35:08.000Z,1
34,2022-10-27T03:45:08.000Z,1
35,2022-10-27T03:55:08.000Z,0
36,2022-10-27T04:05:08.000Z,0
37,2022-10-27T04:15:08.000Z,0
38,2022-10-27T04:25:08.000Z,0
39,2022-10-27T04:35:08.000Z,0
40,2022-10-27T04:45:08.000Z,0
41,2022-10-27T04:55:08.000Z,0
42,2022-10-27T05:05:08.000Z,1
43,2022-10-27T05:15:08.000Z,1
44,2022-10-27T05:25:09.000Z,1
45,2022-10-27T05:35:09.000Z,1
46,2022-10-27T05:45:09.000Z,1
47,2022-10-27T05:55:09.000Z,1
48,2022-10-27T06:05:09.000Z,1
49,2022-10-27T06:15:09.000Z,0
50,2022-10-27T06:25:09.000Z,1
51,2022-10-27T06:35:09.000Z,1
52,2022-10-27T06:45:09.000Z,1
53,2022-10-27T06:55:10.000Z,1
54,2022-10-27T07:05:10.000Z,1
55,2022-10-27T07:15:10.000Z,0
56,2022-10-27T07:25:10.000Z,1
57,2022-10-27T07:35:10.000Z,1
58,2022-10-27T07:45:10.000Z,1
59,2022-10-27T07:55:10.000Z,1
60,2022-10-27T08:05:10.000Z,1
61,2022-10-27T08:15:10.000Z,1
62,2022-10-27T08:25:10.000Z,1
63,2022-10-27T08:35:11.000Z,1
64,2022-10-27T08:45:11.000Z,1
65,2022-10-27T08:55:11.000Z,1
66,2022-10-27T09:05:11.000Z,1
67,2022-10-27T09:15:11.000Z,1
68,2022-10-27T09:25:11.000Z,1
69,2022-10-27T09:35:11.000Z,1
70,2022-10-27T09:45:11.000Z,1
71,2022-10-27T09:55:11.000Z,1
72,2022-10-27T10:05:11.000Z,1
73,2022-10-27T10:15:12.000Z,1
74,2022-10-27T10:25:12.000Z,1
75,2022-10-27T10:35:12.000Z,1
76,2022-10-27T10:45:12.000Z,1
77,2022-10-27T10:55:12.000Z,1
78,2022-10-27T11:05:12.000Z,1
79,2022-10-27T11:15:12.000Z,1
80,2022-10-27T11:25:12.000Z,1
